Thu Jan 19 17:48:17 2023    profile.dat

         19705733 function calls (16881799 primitive calls) in 2162.912 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1609    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\antlr4\atn\LexerATNSimulator.py:472(captureSimState)
     1608    0.001    0.000    0.016    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_pt_utils.py:165(<genexpr>)
 1608/804    0.006    0.000    0.020    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_pt_utils.py:162(nested_detach)
     1596    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
     1596    0.007    0.000    0.009    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
     1596    0.004    0.000    0.017    0.000 <__array_function__ internals>:177(atleast_1d)
     1596    0.005    0.000    0.023    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_pt_utils.py:57(atleast_1d)
     1592    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\packaging\version.py:274(release)
     1584    0.002    0.000    0.002    0.000 {method 'acquire' of '_thread.RLock' objects}
     1584    0.002    0.000    0.002    0.000 {method 'release' of '_thread.RLock' objects}
     1567    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
     1508    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\antlr4\Recognizer.py:143(state)
     1491    0.004    0.000    0.005    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:86(__init__)
1491/1484    0.002    0.000    0.058    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:114(__enter__)
1491/1481    0.003    0.000    0.355    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:123(__exit__)
     1491    0.002    0.000    0.007    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:261(helper)
     1471    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\base.py:344(_is_flags_root)
     1460    0.001    0.000    0.001    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
     1450    0.027    0.000    0.027    0.000 {built-in method now}
     1446    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     1436    0.014    0.000    1.248    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:342(fp_write)
     1436    0.011    0.000    1.467    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:348(print_status)
     1431    0.009    0.000    0.020    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:104(acquire)
     1431    0.012    0.000    0.023    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:108(release)
     1431    0.009    0.000    0.009    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     1431    0.008    0.000    0.008    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
     1421    0.014    0.000    2.394    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:1478(display)
     1419    0.007    0.000    0.008    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:155(__init__)
     1419    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:165(colour)
     1419    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:169(colour)
     1419    0.016    0.000    0.018    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:188(__format__)
     1419    0.091    0.000    0.546    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:355(format_meter)
     1419    0.017    0.000    0.593    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:1164(__str__)
     1419    0.021    0.000    0.030    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:1460(format_dict)
     1419    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\utils.py:57(__init__)
     1419    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\utils.py:61(__format__)
     1419    0.004    0.000    0.221    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\utils.py:341(disp_trim)
     1417    0.014    0.000    2.441    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:1339(refresh)
     1406    0.016    0.000    0.022    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\sampler.py:241(__iter__)
     1405    0.003    0.000    0.027    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\dataloader.py:617(_next_index)
     1405    0.044    0.000    4.513    0.003 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\dataloader.py:623(__next__)
     1405    0.020    0.000    4.227    0.003 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\dataloader.py:669(_next_data)
     1403    0.010    0.000    0.029    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\module.py:336(register_buffer)
     1402    1.131    0.001    6.298    0.004 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\models\distilbert\modeling_distilbert.py:109(forward)
     1402    0.348    0.000  653.091    0.466 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\models\distilbert\modeling_distilbert.py:322(forward)
     1402    0.053    0.000  659.687    0.471 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\models\distilbert\modeling_distilbert.py:537(forward)
     1402    0.187    0.000  661.512    0.472 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\models\distilbert\modeling_distilbert.py:735(forward)
     1402    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\collections\__init__.py:1050(__len__)
     1402    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\collections\__init__.py:1063(__delitem__)
     1402    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:688(__init__)
     1402    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:691(__enter__)
     1402    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\contextlib.py:694(__exit__)
     1402    0.009    0.000    0.084    0.000 <string>:2(__init__)
     1402    0.041    0.000    2.474    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\tqdm\std.py:1212(update)
     1402    0.007    0.000    0.041    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\generic.py:62(is_tensor)
     1402    0.006    0.000    0.016    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\generic.py:287(to_tuple)
     1402    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\import_utils.py:392(is_torch_fx_available)
     1402    0.031    0.000    0.033    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\utils\import_utils.py:1036(is_torch_fx_proxy)
     1402    0.003    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\tokenization_utils_base.py:262(keys)
     1402    0.022    0.000    0.050    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\tokenization_utils_base.py:2308(_get_padding_truncation_strategies)
     1402    0.006    0.000    0.015    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\tokenization_utils_base.py:2932(<dictcomp>)
     1402    0.143    0.000    0.800    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\tokenization_utils_base.py:2846(pad)
     1402    0.003    0.000    0.009    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\configuration_utils.py:391(use_return_dict)
     1402    0.025    0.000    0.832    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\data\data_collator.py:248(__call__)
     1402    0.067    0.000    0.067    0.000 {built-in method torch.relu}
     1402    0.004    0.000    0.072    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\functional.py:1446(relu)
     1402    0.008    0.000    0.071    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\functional.py:2936(cross_entropy)
     1402    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\_reduction.py:7(get_enum)
     1402    0.012    0.000    0.079    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\activation.py:97(__init__)
     1402    0.005    0.000    0.077    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\activation.py:101(forward)
     1402    0.006    0.000    0.057    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\loss.py:20(__init__)
     1402    0.006    0.000    0.091    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\loss.py:29(__init__)
     1402    0.008    0.000    0.122    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\loss.py:1167(__init__)
     1402    0.007    0.000    0.080    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\loss.py:1173(forward)
     1402    0.007    0.000    0.010    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\container.py:302(__iter__)
     1402    0.031    0.000    3.327    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\_utils\fetch.py:58(<listcomp>)
     1402    0.019    0.000    4.180    0.003 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\utils\data\_utils\fetch.py:53(fetch)
     1402    0.010    0.000    0.150    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2443(<dictcomp>)
     1402    0.008    0.000    0.232    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2456(_prepare_inputs)
     1402    0.003    0.000    0.015    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2472(compute_loss_context_manager)
     1402    0.010    0.000    0.012    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2478(autocast_smart_context_manager)
     1402    0.031    0.000  661.655    0.472 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2545(compute_loss)
     1402    0.004    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:799(get_head_mask)
     1402    0.061    0.000    0.061    0.000 {built-in method torch._C._nn.cross_entropy_loss}
     1402    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
     1391    0.002    0.000    0.008    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\dictconfig.py:144(_is_typed)
     1361    0.001    0.000    0.006    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\_utils.py:676(is_dict)
     1346    0.001    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\base.py:304(_is_none)
     1338    0.003    0.000    0.014    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\dictconfig.py:149(_validate_get)
     1332    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     1327    0.001    0.000    0.003    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\antlr4\BufferedTokenStream.py:149(LA)
     1310    0.001    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\copyreg.py:94(__newobj__)
1305/1170    0.001    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\typing.py:285(_eval_type)
1305/1170    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\typing.py:1504(_strip_annotations)
     1302    0.006    0.000    0.006    0.000 {method 'search' of 're.Pattern' objects}
     1264    0.001    0.000    0.009    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\base.py:298(_is_missing)
     1254    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\storage.py:455(untyped)
     1206    0.013    0.000    0.073    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_pt_utils.py:146(nested_numpify)
     1206    0.036    0.000    0.036    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
     1200    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
     1200    0.006    0.000    0.030    0.000 <__array_function__ internals>:177(concatenate)
     1170    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\typing.py:340(__reduce__)
     1159    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
     1152    0.004    0.000    0.014    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:217(__init__)
     1152    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:264(source)
     1152    0.003    0.000    0.009    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:312(update)
     1152    0.002    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:702(_validator_factory)
     1152    0.008    0.000    0.025    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_settings.py:1162(update)
     1152    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\typing.py:1522(get_origin)
     1152    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\typing.py:1545(get_args)
     1115    0.002    0.000    0.004    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\util.py:530(is_pandas_data_frame_typename)
     1115    0.003    0.000    0.008    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\util.py:550(is_pandas_data_frame)
     1111    0.013    0.000    1.165    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\utils.py:60(val_to_json)
     1111    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\util.py:534(is_matplotlib_typename)
     1111    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\util.py:538(is_plotly_typename)
     1077    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\_dtypes.py:90(type_from_dtype)
     1069    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\re.py:289(_compile)
     1069    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\fromnumeric.py:1123(_argmax_dispatcher)
     1069    0.002    0.000    0.018    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\fromnumeric.py:1127(argmax)
     1069    0.001    0.000    0.020    0.000 <__array_function__ internals>:177(argmax)
     1069    0.003    0.000    0.003    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1067    0.007    0.000    0.018    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\interface\interface_shared.py:186(_make_record)
     1066    0.001    0.000    0.021    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\integration_utils\data_logging.py:311(<lambda>)
     1066    0.001    0.000    0.021    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\integration_utils\data_logging.py:316(<lambda>)
     1066    0.003    0.000    0.052    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\integration_utils\data_logging.py:418(<dictcomp>)
     1066    0.001    0.000    0.053    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\integration_utils\data_logging.py:417(processor)
     1066    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\fromnumeric.py:1219(_argmin_dispatcher)
     1066    0.002    0.000    0.017    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\numpy\core\fromnumeric.py:1223(argmin)
     1066    0.001    0.000    0.020    0.000 <__array_function__ internals>:177(argmin)
     1066    0.020    0.000    0.523    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\data_types.py:143(<listcomp>)
     1066    0.003    0.000    0.006    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\_dtypes.py:601(__init__)
     1066    0.003    0.000    0.003    0.000 {method 'argmin' of 'numpy.ndarray' objects}
     1065    0.030    0.000    0.336    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\_dtypes.py:655(assign)
     1061    0.017    0.000    0.049    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\interface\interface_shared.py:115(_make_request)
     1057    0.006    0.000    1.172    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\utils.py:32(history_dict_to_json)
     1057    0.057    0.000    1.742    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\interface\interface.py:533(publish_partial_history)
     1057    0.008    0.000    0.297    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\interface\interface_shared.py:81(_publish_partial_history)
     1057    0.004    0.000    0.005    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_run.py:1240(_visualization_hack)
     1057    0.021    0.000    1.768    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_run.py:1265(_partial_history_callback)
     1057    0.011    0.000    1.792    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\wandb_run.py:1382(_log)
     1045    0.003    0.000    0.003    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\_utils.py:650(_element_size)
     1043    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     1040    0.063    0.000   20.432    0.020 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\wandb_torch.py:147(log_tensor_stats)
     1040    0.689    0.001    6.938    0.007 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\wandb_torch.py:302(_no_finite_values)
     1040    0.089    0.000    6.453    0.006 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\wandb_torch.py:305(_remove_infs_nans)
     1040    0.007    0.000    0.010    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\histogram.py:49(__init__)
     1040    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\wandb\sdk\data_types\histogram.py:87(to_json)
     1040    0.016    0.000    0.016    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     1040    3.703    0.004    3.703    0.004 {method 'histc' of 'torch._C._TensorBase' objects}
     1040    1.242    0.001    1.242    0.001 {method 'max' of 'torch._C._TensorBase' objects}
     1040    1.255    0.001    1.255    0.001 {method 'min' of 'torch._C._TensorBase' objects}
     1040    0.024    0.000    0.024    0.000 {method 'reshape' of 'torch._C._TensorBase' objects}
     1040    0.022    0.000    0.022    0.000 {built-in method torch.linspace}
 1027/993    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\configuration_utils.py:246(__setattr__)
     1024    0.032    0.000    0.034    0.000 {built-in method builtins.__build_class__}
     1023    0.004    0.000    0.005    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\ntpath.py:124(splitdrive)
     1019    0.004    0.000    0.009    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\training_args.py:1500(n_gpu)
     1003    0.000    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\_utils.py:580(_is_interpolation_string)
     1001    0.573    0.001   33.852    0.034 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\modules\module.py:1956(zero_grad)
     1001    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:148(__init__)
     1001    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:151(__enter__)
     1001    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:155(__exit__)
     1001    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:146(_enable_get_lr_call)
     1001    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:175(<listcomp>)
     1001    0.023    0.000    0.077    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:126(step)
     1001    0.005    0.000    0.013    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:260(<listcomp>)
     1001    0.005    0.000    0.018    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:255(get_lr)
     1001    0.004    0.000  122.640    0.123 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2083(_maybe_log_save_evaluate)
     1000    0.003    0.000    0.025    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\omegaconf\nodes.py:34(_set_value)
     1000   37.162    0.037  464.592    0.465 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\optimization.py:324(step)
     1000    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function}
     1000    0.011    0.000    0.011    0.000 {method 'reciprocal' of 'torch._C._TensorBase' objects}
     1000    0.015    0.000    0.015    0.000 {built-in method torch.clamp}
     1000    0.017    0.000    0.017    0.000 {built-in method torch.ones_like}
     1000    0.161    0.000    0.161    0.000 {built-in method torch.stack}
     1000    0.054    0.000    0.054    0.000 {built-in method torch.isinf}
     1000    0.028    0.000    0.028    0.000 {built-in method torch.isnan}
     1000    0.003    0.000    0.003    0.000 {built-in method torch._C._are_functorch_transforms_active}
     1000    0.004    0.000    0.043    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\_tensor.py:33(wrapped)
     1000    0.016    0.000  915.815    0.916 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\_tensor.py:429(backward)
     1000    0.028    0.000    0.038    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\_tensor.py:836(__rdiv__)
     1000    0.011    0.000    0.029    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\autograd\__init__.py:47(_make_grads)
     1000    0.002    0.000    0.002    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\autograd\__init__.py:95(_tensor_or_tensors_to_tuple)
     1000    0.013    0.000  915.798    0.916 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\autograd\__init__.py:103(backward)
     1000    0.152    0.000    1.256    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\utils\clip_grad.py:33(<listcomp>)
     1000    0.492    0.000   29.356    0.029 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\utils\clip_grad.py:43(<listcomp>)
     1000    0.592    0.001   62.426    0.062 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\nn\utils\clip_grad.py:10(clip_grad_norm_)
     1000    0.001    0.000    0.001    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\optimizer.py:117(_optimizer_step_code)
     1000    0.034    0.000  464.751    0.465 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\optimizer.py:135(wrapper)
     1000    0.013    0.000  464.763    0.465 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\torch\optim\lr_scheduler.py:63(wrapper)
     1000    0.044    0.000 1362.938    1.363 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:2497(training_step)
     1000    0.006    0.000    1.966    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer.py:3270(floating_point_ops)
     1000    0.000    0.000    0.000    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_callback.py:252(on_step_end)
     1000    0.005    0.000    0.028    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_callback.py:365(on_step_begin)
     1000    0.004    0.000    1.502    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_callback.py:374(on_step_end)
     1000    0.011    0.000    0.011    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_callback.py:420(on_step_end)
     1000    0.012    0.000    1.459    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\trainer_callback.py:479(on_step_end)
     1000    0.008    0.000    1.956    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:884(floating_point_ops)
     1000    0.069    0.000    0.632    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:853(<listcomp>)
     1000    0.060    0.000    1.147    0.001 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:856(<listcomp>)
     1000    0.012    0.000    1.930    0.002 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:837(num_parameters)
     1000    0.012    0.000    0.019    0.000 C:\Users\Siddhi\anaconda3\envs\mlops\lib\site-packages\transformers\modeling_utils.py:863(estimate_tokens)
     1000  894.685    0.895  915.750    0.916 {method 'run_backward' of 'torch._C._EngineBase' objects}
      999    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      983    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
