Wed Jan 18 11:49:05 2023    profile.dat

         3124711 function calls (3050196 primitive calls) in 1.093 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/reader.py:59(__init__)
      146    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:986(__setattr__)
      803    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/Recognizer.py:132(state)
      607    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/nodes.py:110(_is_optional)
  177/156    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1878(_strip_annotations)
       42    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:138(construct_mapping)
      219    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ParserATNSimulator.py:1359(<lambda>)
      304    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/scanner.py:125(peek_token)
      216    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/parser.py:270(parse_block_node_or_indentless_sequence)
       88    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/core/default_element.py:254(get_override_key)
       14    0.000    0.000    0.034    0.002 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/omegaconf.py:184(load)
       11    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ParserATNSimulator.py:663(computeReachSet)
      296    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/core/default_element.py:499(get_name)
       56    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/dataclasses.py:1188(fields)
  224/160    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:1444(Modified)
      175    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ParserATNSimulator.py:483(getExistingTargetState)
    45/39    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/copy.py:210(_deepcopy_tuple)
        6    0.000    0.000    0.002    0.000 {built-in method builtins.print}
        5    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/LexerATNSimulator.py:303(computeStartState)
      306    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/LexerATNSimulator.py:42(reset)
       20    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/config_repository.py:279(_extract_defaults_list)
      114    0.000    0.000    0.004    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/emitter.py:409(expect_block_mapping_simple_value)
      124    0.000    0.000    0.008    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/listconfig.py:610(_set_value)
      373    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      332    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/parser.py:114(get_event)
       37    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/inspect.py:2916(__init__)
      923    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       10    0.000    0.000    0.008    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/grammar/gen/OmegaConfGrammarParser.py:1048(interpolationResolver)
      256    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/random.py:375(choice)
       12    0.000    0.000    0.029    0.002 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/core_plugins/importlib_resources_config_source.py:31(_read_config)
    22/16    0.000    0.000    0.007    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/base.py:728(resolve_parse_tree)
    80/16    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:1209(IsInitialized)
       16    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/wandb/sdk/interface/interface.py:644(publish_output_raw)
      145    0.000    0.000    0.004    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/dictconfig.py:341(__getattr__)
  200/112    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/PredictionContext.py:134(__eq__)
       15    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/argparse.py:1392(add_argument)
      436    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATNState.py:124(__eq__)
       22    0.000    0.000    0.058    0.003 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/config_repository.py:86(load_config)
       70    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/logging/config.py:439(convert)
       53    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1096(__reduce__)
      648    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/packaging/version.py:491(_parse_local_version)
       30    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:146(_type_check)
      134    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/wandb/sdk/wandb_settings.py:723(_validator_factory)
      329    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/error/ErrorStrategy.py:87(endErrorCondition)
       42    0.000    0.000    0.000    0.000 {method 'update' of 'xxhash.xxh64' objects}
      193    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/emitter.py:18(__init__)
    22/11    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/RuleContext.py:80(getText)
       37    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/importlib/_adapters.py:59(_reader)
      648    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/packaging/version.py:518(<lambda>)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:921(_find_spec)
      109    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/pathlib.py:239(splitroot)
       22    0.000    0.000    0.035    0.002 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/grammar/gen/OmegaConfGrammarParser.py:213(configValue)
      303    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/dataclasses.py:1203(<genexpr>)
      134    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1902(get_origin)
  177/156    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:320(_eval_type)
       24    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/core_plugins/importlib_resources_config_source.py:80(is_config)
      343    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATNConfigSet.py:65(__iter__)
      283    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/Lexer.py:259(getCharIndex)
       51    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:947(_ensure_container)
        9    0.000    0.000    0.003    0.000 {built-in method _warnings.warn}
      309    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/sre_parse.py:255(get)
        1    0.000    0.000    0.002    0.002 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/core_plugins/basic_sweeper.py:1(<module>)
      445    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/ParserRuleContext.py:126(getChildren)
       37    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/importlib/_common.py:60(get_package)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      283    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/Parser.py:294(getInputStream)
       20    0.000    0.000    0.019    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/defaults_list.py:331(_create_interpolation_map)
      324    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/tokens.py:3(__init__)
    61/56    0.000    0.000    0.013    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/copy.py:201(_deepcopy_list)
      135    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/dfa/DFAState.py:53(__init__)
       37    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
      157    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/IntervalSet.py:63(addSet)
       80    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:697(field_setter)
      520    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/Transition.py:84(matches)
       16    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/wandb/sdk/lib/sock_client.py:145(_send_message)
      201    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:621(is_primitive_list)
      472    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/resolver.py:91(descend_resolver)
       38    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/scanner.py:1121(scan_block_scalar_breaks)
      169    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATNConfigSet.py:161(hashConfigs)
       16    0.000    0.000    0.352    0.022 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/inspect.py:1612(getframeinfo)
      244    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:806(_IsPresent)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      160    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:822(<listcomp>)
        9    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/tokenize.py:390(open)
       90    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/encoder.py:375(EncodeVarint)
      348    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/base.py:341(_set_key)
  143/121    0.000    0.000    0.038    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/base.py:250(_maybe_dereference_node)
       18    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1016(__init__)
       64    0.000    0.000    0.058    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/config_repository.py:344(load_config)
       54    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/pathlib.py:589(_from_parts)
      134    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1929(get_args)
      258    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/wandb/sdk/lib/runid.py:14(<genexpr>)
      472    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/resolver.py:114(ascend_resolver)
      169    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATNConfigSet.py:154(__hash__)
      283    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/InputStream.py:71(seek)
       84    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/typing.py:1247(__hash__)
       32    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/encoder.py:393(EncodeSignedVarint)
      268    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/wandb/sdk/wandb_settings.py:270(_preprocess)
       14    0.000    0.000    0.019    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/__init__.py:103(load)
      250    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/plugins/config_source.py:128(<genexpr>)
       48    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:767(get_type_hint)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      188    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/tokens.py:98(__init__)
       15    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/argparse.py:161(__init__)
       63    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/omegaconf.py:632(is_dict)
      589    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/InputStream.py:62(mark)
      218    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/ParserRuleContext.py:170(getChildCount)
     21/9    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/sre_parse.py:436(_parse_sub)
    85/83    0.000    0.000    0.030    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/omegaconf.py:172(create)
       37    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/importlib/_common.py:72(from_package)
      589    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/InputStream.py:65(release)
      275    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ParserATNSimulator.py:1279(canDropLoopEntryEdgeInLeftRecursiveRule)
       37    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/importlib/readers.py:12(__init__)
      172    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/core/plugins.py:269(_is_concrete_plugin_type)
       42    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/constructor.py:180(flatten_mapping)
        4    0.000    0.000    0.000    0.000 {pyarrow.lib.struct}
       54    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/pathlib.py:957(__new__)
    64/16    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/encoder.py:765(EncodeField)
       41    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/pathlib.py:615(_make_child)
        6    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       14    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/plugins/config_source.py:132(_get_header_dict)
       19    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/copyreg.py:109(_slotnames)
      108    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/enum.py:359(__call__)
       22    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/defaults_list.py:600(_create_result_default)
       27    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATN.py:54(nextTokensInContext)
      253    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
       64    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/google/protobuf/internal/python_message.py:746(getter)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
       34    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/inspect.py:66(get_annotations)
       25    0.000    0.000    0.005    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/config_repository.py:125(_find_object_source)
      477    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
      153    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/ParserRuleContext.py:114(getChild)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       23    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/Parser.py:91(reset)
       10    0.000    0.000    0.006    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/linecache.py:80(updatecache)
       14    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/scanner.py:1185(scan_flow_scalar_non_spaces)
      314    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.002    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/datasets/arrow_dataset.py:578(update_metadata_with_features)
        7    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/datasets/info.py:170(__post_init__)
      475    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/PredictionContext.py:131(getReturnState)
        1    0.000    0.000    0.002    0.002 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/core_plugins/basic_launcher.py:1(<module>)
      175    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:132(yaml_is_bool)
      211    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/BufferedTokenStream.py:221(previousTokenOnChannel)
       37    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/nodes.py:186(_validate_and_convert_impl)
      101    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       27    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/LL1Analyzer.py:73(LOOK)
        2    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/logging/__init__.py:2167(shutdown)
       88    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/omegaconf.py:981(open_dict)
       20    0.000    0.000    0.001    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/_internal/defaults_list.py:368(_update_overrides)
      439    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/SemanticContext.py:112(__eq__)
      176    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/core/default_element.py:493(is_name)
      172    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/scanner.py:731(check_plain)
       23    0.000    0.000    0.003    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/omegaconf.py:652(select)
      146    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/hydra/core/default_element.py:154(get_package)
      329    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/Lexer.py:242(line)
       23    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_impl.py:76(select_node)
      279    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/PredictionContext.py:52(__init__)
       19    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/inspect.py:801(getmodulename)
       10    0.000    0.000    0.005    0.001 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/grammar/gen/OmegaConfGrammarParser.py:738(sequence)
      114    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/yaml/scanner.py:38(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
        9    0.000    0.000    0.002    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/sre_compile.py:783(compile)
      193    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/ATNConfigSet.py:164(__len__)
        4    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/fsspec/spec.py:60(__call__)
       10    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/nodes.py:430(__init__)
      118    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/antlr4/atn/LexerAction.py:68(execute)
       89    0.000    0.000    0.000    0.000 /Users/alejandranavarrocastillo/opt/anaconda3/envs/dtu_mlops/lib/python3.10/site-packages/omegaconf/_utils.py:680(is_primitive_container)
